task,domain,split,sample_id,text,aspect,label_name,label_id
absa,laptop,train,1142,"  And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended).",memory,neutral,2
absa,laptop,train,1417,  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,power supply,negative,1
absa,laptop,train,1746,"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",island backlit keyboard,positive,0
absa,laptop,train,2100,"I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.",bootcamp,neutral,2
absa,laptop,train,2159,The battery life is also relatively good.,battery life,positive,0
absa,laptop,train,2763,I don't use my laptop in a way though that needs a long battery life so it's perfect for me.,battery life,conflict,3
absa,laptop,train,1336,So what if the laptops/mobile phones look chic and cool? The after sales support is terrible.,look,positive,0
absa,laptop,train,1436,"I have Vista, so I am unable to install and uninstall  some programs.",uninstall ,negative,1
absa,laptop,train,2993,It has good speed and plenty of hard drive space.,speed,positive,0
absa,laptop,train,1288,"We carry the netbook around here and there, hence it's kinda of irritating when the LCD just ""slide"" downwards.",LCD,negative,1
absa,laptop,train,746,"No, tey don't even support their own bios and it ""could be a problem with the bios"" How can a company that makes a fairly decent product get away with such insanity??!!",bios,negative,1
absa,laptop,train,779,This is my first Dell I heard their customer service was lacking and that they were working on improving it!,customer service,negative,1
absa,laptop,train,1497,"The PhotoBooth is a great program, it takes very good pictures with the built-in camera.",program,positive,0
absa,laptop,train,2390,"Speakers don't get that loud, but good enough.",Speakers,conflict,3
absa,laptop,train,1187,Another included program that is laughable is the chess game.,included program,negative,1
absa,laptop,train,1315,"It's not a wear-and-tear issue, not due to user carelessness and most importantly, they CAN'T guarantee the problem will be solved if it is sent for service and I have to accept the outcome.",service,negative,1
absa,laptop,train,1732,The only thing that I don't like about my mac is that sometimes there are programs that I want to be able to run and I am not able to.,programs,negative,1
absa,laptop,train,39,The much lauded combined touch pad and clicker is a nightmare.,combined touch pad and clicker,negative,1
absa,laptop,train,741,"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.",carry,positive,0
absa,laptop,train,1980,"I know that ASUS is known for making motherboards, but this is the worst computer experience that I have ever had.",motherboards,conflict,3
absa,laptop,train,347,pretty much everything else about the computer is good it just stops working out of no were.,working,negative,1
absa,laptop,train,2526,"Besides the great look, it is a great machine.",look,positive,0
absa,laptop,train,223,It just works flawlessly!,works,positive,0
absa,laptop,train,2426,I personally like the gaming look but needed a machine that delivered gaming performance while still looking professional in front of my customers.,gaming look,positive,0
absa,laptop,train,2571,"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.",size,positive,0
absa,laptop,train,2304,"it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion.",sd memory card reader,neutral,2
absa,laptop,train,107,My laptop now has no battery.,battery,negative,1
absa,laptop,train,1819,"It didn't come with any software installed outside of windows media, but for the price, I was very pleased with the condition and the overall product.",software,negative,1
absa,laptop,train,2827,This computer I used daily nice compact design.,design,positive,0
absa,laptop,train,1839,The salesman talked us into this computer away from another we were looking at and we have had nothing but problems with software problems and just not happy with it.,software,negative,1
absa,laptop,train,2337,"the touch pad is fine - again, it's a real touch pad.",touch pad,positive,0
absa,laptop,train,2777,Great wifi too.,wifi,positive,0
absa,laptop,train,1457,  i must keep it plugged in at all times because it will not keep a charge for longer than four minutes.,charge,negative,1
absa,laptop,train,2668,The only thing i can say is that the touch pad doesnt work like it should all the time.,touch pad,negative,1
absa,laptop,train,2962,"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.",quality,negative,1
absa,laptop,train,1411,There is hardly any memory on the computer's hard drive.,memory,negative,1
absa,laptop,train,2941,"I wish it had a webcam though, then it would be perfect!",webcam,negative,1
absa,laptop,train,1438,"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",paint,negative,1
absa,laptop,train,1406,Many of my classmates computers hard drives crashed.,hard drives,negative,1
absa,laptop,train,2231,"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",performance,neutral,2
absa,laptop,train,1425,"In desparation, I called their Customer Service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"").",warranty,negative,1
absa,laptop,train,1413,"Also, because of the size and consistancy of the laptop computer, some websites wouldn't even attempt to work on the computer because of browser problems.",consistancy,negative,1
absa,laptop,train,246,Very fast boot up and shut down.,shut down,positive,0
absa,laptop,train,1937,"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",cam,negative,1
absa,laptop,train,1062,"The only thing that can be updated is the video, other than that you're all set.",video,negative,1
absa,laptop,train,3042,Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.,hard disk space,positive,0
absa,laptop,train,2465,"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.",keyboard,positive,0
